;P234_01_N_Scr_1.CEL;P234_02_N_Inh_3.CEL;P234_03_6F4_Scr_1.CEL;P234_04_6F4_Scr_3.CEL;P234_05_6F4_Inh_2.CEL;P234_06_6F4_Inh_3.CEL
MG-1-neg-10340691_st;2,57024436645647;2,4485625858454;2,15700126364588;2,61093399823756;2,50851570672225;3,84703444282261
MG-1-neg-10340692_st;2,21063228820634;1,80868970552629;3,11788382653601;3,10194724408497;2,08403367994345;2,59759885091784
MG-1-neg-10340694_st;4,14589234320739;4,51415714887698;4,38376207175078;4,64742769041139;3,46315897391225;2,51897096034348
MG-1-neg-10340695_st;3,14263309092024;3,67023752550539;3,90589059346277;5,1932906659169;6,01835628496233;3,97268459610729
MG-1-neg-10340696_st;4,86419323719958;4,54447540372743;4,22622681694549;2,74190132741057;4,34318152495128;4,47013216771471
MG-1-neg-10340697_st;2,83735784218843;2,54142676837433;3,67482387697716;4,20711186240366;3,58990861399808;5,49327088113044
MG-1-neg-10340698_st;2,4942565148548;3,34972288385378;1,85424641727516;2,12706829480345;3,27975381414662;3,09866371585806
MG-1-neg-10340699_st;2,33552334289761;1,84920982585625;2,29482806807522;3,49924741981729;1,63721905488265;3,54852468974584
MG-1-neg-10340700_st;6,32274812279107;6,62871629293668;7,45081885937051;6,98570507465934;7,50564697418954;6,2608773148764
MG-1-neg-10340701_st;5,29659143276269;4,84247752186148;5,2911341051726;4,97854530933352;5,63440272494982;5,53483588634733
MG-1-neg-10340702_st;3,80739525323267;3,27139387878533;3,76716953013386;3,97962950412199;4,11065425291246;3,20642014482267
MG-1-neg-10340703_st;2,39262304792986;2,26824771643031;2,7675799902237;2,01525629110589;2,28287093681374;1,94471422382071
MG-1-neg-10340704_st;2,79003152254974;3,6923328090799;2,65583412930242;3,76674796758213;3,80647852467134;3,41431979302986
MG-1-neg-10340705_st;3,71316813971099;3,92793661841392;5,23936795170203;4,358387034512;4,6396157522197;4,0536120891225
MG-1-neg-10340706_st;8,30159439397303;8,41781847562609;8,87662500256775;9,37976548156239;9,00614662254814;9,33832240284889
MG-1-neg-10340708_st;2,68759667225669;2,23653406873684;1,66864345328619;2,24330568711805;2,9768548403661;1,80514288094867
MG-1-neg-10340709_st;5,20013214327088;4,94632505046317;4,10690691210878;2,93488046457163;3,47659899471745;4,63314499106824
MG-1-neg-10340711_st;5,07397658386694;5,29308115161572;6,06417296916139;4,14043080350551;5,79964538823651;5,89369335831771
MG-1-neg-10340712_st;3,06856541142608;2,91050321990419;3,07492161960786;3,97386160250134;4,68784137731484;5,29712969885394
MG-1-neg-10340713_st;2,22265568787635;2,63800734681644;3,25256510126645;3,98205407684359;3,0563357013993;2,09708450878947
MG-1-neg-10340714_st;4,27908525028171;4,27097292003488;5,23132968340789;5,45757510568453;4,66082853433337;5,38686890973079
MG-1-neg-10340715_st;7,68413067000942;7,8897439780313;7,7646096549173;7,90793546886828;7,87149641013363;7,19328900724331
MG-1-neg-10340718_st;3,10835315776629;2,6450401613772;2,06488786051877;3,12933176503238;2,55683451022751;4,37562417618591
MG-1-neg-10340719_st;2,39806879961444;1,93475580322535;2,93796728005117;4,0912191543298;2,19057206078636;4,97247872004986
MG-1-neg-10340723_st;2,43828432626908;2,4265709424857;2,56035860926137;1,88151444985965;2,4946422052326;3,2976164598199
MG-1-neg-10340724_st;1,28635740624587;1,67617860606291;1,67617860606291;2,24330568711805;2,00007415711499;2,46596729468307
MG-1-neg-10340725_st;5,06697763234034;4,85237487143013;4,0271053870215;3,62802886930197;4,24516483611492;4,02856204566833
MG-1-neg-10340726_st;2,07643481710985;2,02735804156183;2,5342271916577;3,61966938855336;3,48105699001413;2,40111011394639
MG-1-neg-10340727_st;6,63667225420645;7,04032332880989;7,43266149690678;7,72733707224528;7,26175048043427;7,7318203420304
MG-1-neg-10340728_st;4,24828924713637;3,7321704994698;4,1168653320364;4,70134303011447;4,51317578959035;5,33296692517237
MG-1-neg-10340730_st;4,88741637788262;5,00682755530213;2,60275348185078;3,89625116429619;4,58901048590304;3,1473798414079
MG-1-neg-10340731_st;4,61813533452507;4,70916272068181;5,83101412929867;5,9793521237382;5,98287156733622;4,82961459241044
MG-1-neg-10340732_st;4,32961901521031;4,37035859544935;6,07301450439209;7,53959324985651;6,84895411802969;6,40777469645902
MG-1-neg-10340733_st;3,26587279493357;2,52902976484654;2,83112703907135;5,28176083181249;3,07498185468634;3,60789220358396
MG-1-neg-10340734_st;2,71413852800139;2,92166842432644;3,46106353993249;4,07315816877987;2,51930621262332;4,31969376323905
MG-1-neg-10340735_st;2,98602968785274;3,40891390235442;3,85642947271161;6,2626838137015;3,38095738644001;3,96548430626933
MG-1-neg-10340736_st;1,76320963620828;2,00749929921456;1,96863858551853;2,76969499895921;2,39221787986695;3,6244606786532
MG-1-neg-10340738_st;5,30257201761764;4,9287391138128;5,85250192707437;6,41393311334067;5,29412198029038;5,29631684297302
MG-1-neg-10340739_st;3,83143954011706;4,22886211359447;3,64143753654283;2,01882687841858;3,61890048665567;3,53440928361992
MG-1-neg-10340740_st;4,93515142706164;4,85943939416887;4,76943487008595;3,48097003861044;2,59920816057276;3,17609740842413
MG-1-neg-10340741_st;4,14948510328427;3,61024310292453;4,11706989346296;6,8019600005788;3,85953591918713;3,76983070455784
MG-1-neg-10340742_st;4,30665474029566;4,56349278592053;4,13509342753991;5,87989816362914;3,59539736489452;5,35328909649935
MG-1-neg-10340743_st;2,97172164992899;2,44898491841706;3,05179488432246;3,20366543848405;4,02220340764916;3,7850755056751
MG-1-neg-10340744_st;9,53787021993944;9,92723747365703;10,6228019492843;10,3120985764828;11,1565769444554;10,5593219877669
MG-1-neg-10340745_st;4,26284777900668;3,5814915927591;3,74484612483119;3,33321204216392;5,05735657827853;5,25317789624129
MG-1-neg-10340746_st;3,01496154215612;2,49568183103542;2,17359512597838;2,31124790657461;3,04814965236127;1,97884992345172
MG-1-neg-10340747_st;1,66239633010963;1,95110184787801;2,26924074626597;2,7637422210075;2,46915240574895;2,75339508807381
MG-1-neg-10340748_st;2,6701063392104;2,31368850346211;1,67492690999566;2,30932101527591;4,1247594466263;2,68431901146041
MG-1-neg-10340749_st;2,10993857230528;2,04395928548545;2,19391008325213;2,57825421511218;4,10799324294845;2,34859204466297
MG-1-neg-10340750_st;5,93897165242735;5,83781952455495;5,7287584600441;7,41584060360141;6,94349329399448;6,60622454344126
MG-1-neg-10340751_st;2,7895409915752;2,90184088877874;2,38836203024226;3,69489602837339;2,92550359811609;3,21472550166536
MG-1-neg-10340753_st;3,66743689799042;3,68503460417843;5,28276385014689;8,07698584393378;6,09704633959265;8,26811405926342
MG-1-neg-10340755_st;3,05061029681131;3,43528340960629;4,83448121971734;5,19778316240661;4,38620900717808;4,78455695772962
MG-1-neg-10340756_st;1,51850125994096;2,22207120181368;2,77079405663996;2,24330568711805;3,20526382900795;2,23308796749204
MG-1-neg-10340760_st;4,04810028702692;4,09473851660213;4,72346388107728;4,09014159746566;4,68363798266858;4,57272464226212
MG-1-neg-10340761_st;6,49209070480497;6,83172767594961;7,07284392935727;6,7304236607963;7,39038563257739;7,78450297551928
MG-1-neg-10340762_st;1,28635740624587;1,77169291131107;2,77483066361419;2,00007415711499;3,56632697747271;3,47233112321229
MG-1-neg-10340763_st;6,56069634693845;6,5454401824603;9,00004038663146;10,0085127034657;9,60951191417892;10,0570172389099
MG-1-neg-10340764_st;2,37343429305941;2,55794927338672;2,98002456586468;2,14491543595935;2,90869142931827;3,92286175335499
MG-1-neg-10340765_st;4,2156721180968;3,74844001957683;4,5327994430871;6,74323359107829;5,92992330060634;6,1445377912708
MG-1-neg-10340766_st;5,29994470493126;4,95471100720565;5,69601939894683;4,49883061694174;4,72466447441945;4,85913320713313
MG-1-neg-10340768_st;3,30345179997715;2,21809631693751;2,13384376579404;2,99058214481463;3,75622176207967;2,86874852829915
MG-1-neg-10340770_st;4,68943655083011;4,74099944694844;4,89661811075452;6,11922434333719;5,66893347690581;5,30387846460838
MG-1-neg-10340771_st;2,04898443711443;2,17498769009238;2,30600394068091;2,19716534970796;2,26486486568425;2,0335760571887
MG-1-neg-10340772_st;4,27983924258894;3,99164769073005;4,51496450011044;2,75430181859223;4,66144062589148;4,64436480377061
MG-1-neg-10340774_st;4,73605560127895;4,27409299644033;4,89526177775183;4,90502424671779;4,28604771149073;4,8089945599464
MG-1-neg-10340775_st;1,32902314119018;1,7833577787247;2,17061385367198;2,34839333482412;2,08121570033701;3,36141009698099
MG-1-neg-10340776_st;5,92500113297067;5,78094594601072;6,35558028966589;6,95595924772977;7,09985057312108;6,44003957419173
MG-1-neg-10340777_st;2,48038330211897;2,67277466904897;2,12168992211652;2,48759435334969;2,44539653109514;3,41448538214568
MG-1-neg-10340778_st;2,0373883225679;1,83534993912945;2,22891714355387;4,18286283111938;2,58870931023036;1,93312122008289
MG-1-neg-10340780_st;4,45272959976367;5,31304347185345;4,88778644014119;6,27912334945685;4,80688804570701;5,78148177430111
MG-1-neg-10340781_st;4,7825545459049;4,72125774816828;4,56391609216098;6,59892617603677;4,72414171616673;4,55015217628261
MG-1-neg-10340782_st;3,65582019864437;4,52994107124428;3,28050727837212;3,78811394534664;4,56890103768669;3,25082831935047
MG-1-neg-10340783_st;5,60655937548125;5,36256608606948;5,9094735094345;6,11433523439207;5,95626704222547;5,20372954065335
MG-1-neg-10340784_st;2,36288495512713;1,65042401435629;1,59987749034875;2,175400258751;1,93432200275753;2,84369304619079
MG-1-neg-10340785_st;3,57803295015006;3,82956245371836;3,84902888041923;6,3029455921485;4,40583645822997;3,0853839228952
MG-1-neg-10340786_st;4,14413935657317;2,71622532730948;4,9626608923306;3,77591008907827;3,39521437245494;3,13572986885814
MG-1-neg-10340787_st;3,1529104139866;2,15931762671003;3,45134481737122;4,30620750163755;3,36846976372397;3,61108363807684
MG-1-neg-10340789_st;4,07174158248249;4,66264361706662;5,47254869018155;5,34688894234911;4,30714327250658;4,72411645729654
MG-1-neg-10340791_st;2,65642264684434;3,09162479119705;2,68642979357642;2,78481487683616;3,26097162727662;2,87584619179878
MG-1-neg-10340792_st;1,65749771864722;2,16477192262332;3,92573321121399;4,85809500224134;2,34555652115404;2,66939794665231
MG-1-neg-10340793_st;3,95730916552486;5,00427539169175;6,05136514630692;7,12748949893064;5,44936126770738;6,18453342979707
MG-1-neg-10340794_st;3,41828232858435;3,41469164219937;4,33907572732624;6,10169273597446;5,13416636533746;5,92133564472356
MG-1-neg-10340795_st;1,83812638158895;1,80830416897854;2,54488080496081;3,45860770307293;2,51110891477531;2,00610491065906
MG-1-neg-10340796_st;2,57180900828458;2,78458801675611;2,22181532512766;3,70537302032505;2,28374175704052;2,7897093425904
MG-1-neg-10340797_st;5,2806695482301;4,58632461703008;5,26810945662534;5,27327349250976;5,31228015703452;6,41880546327118
MG-1-neg-10340798_st;2,19217995807022;2,13937590595367;2,47842818396472;1,9632882783736;2,59648806808598;2,51927822920676
MG-1-neg-10340800_st;7,252932147578;7,70428110332896;8,84025965900046;7,53874242312845;8,33436025372678;7,21071771621052
MG-1-neg-10340801_st;2,11032838374805;2,25368538002993;1,91433719019314;2,0776806855544;2,29516860593247;2,13499143506964
MG-1-neg-10340802_st;3,94977842280257;4,61747988447258;3,72304334982512;4,6239084712339;4,65943780241307;3,93056228694994
MG-1-neg-10340803_st;3,03397549175214;2,22429031651046;3,05978729839057;2,62948522226235;2,62017036589244;2,21255801081526
MG-1-neg-10340804_st;4,92200149153578;4,05989065274245;4,76221436915729;6,24945158776822;5,7956403005347;5,26296323959206
MG-1-neg-10340805_st;1,84757109720105;1,39938251486243;2,05384554817902;1,60565290410468;2,26510527401373;1,65587838613608
MG-1-neg-10340806_st;5,19326343885908;5,72082049506149;7,55862241016821;7,71660495371679;8,36816072380003;8,19284833077789
MG-1-neg-10340807_st;5,29752355748758;5,56866786323251;5,31969207792529;6,05228281451954;5,46980732699667;5,56915517375982
MG-1-neg-10340808_st;5,13749210008439;5,25669561118795;5,25305254717392;6,29360717527673;6,16714461612121;5,76927977935484
MG-1-neg-10340810_st;5,75049398330445;5,97501751618514;7,60984756034805;6,49728368943711;6,91491599524513;7,33851400894646
MG-1-neg-10340811_st;1,8594106105922;1,15618819455546;1,771943011164;2,80133317268937;2,02623297698474;2,12168992211652
MG-1-neg-10340812_st;2,71873172558458;2,17152243378286;3,64444146101202;3,72520801079703;2,69596477967154;2,84684303463819
MG-1-neg-10340813_st;3,99203776428558;1,88484035489236;2,56173965450752;3,21213354871877;3,22539665380455;3,7600993422881
MG-1-neg-10340814_st;4,16694572053226;4,11000811095416;5,69204863108227;3,94649130173924;5,0007810658121;3,73851502570573
MG-1-neg-10340815_st;4,33018959187035;4,46081404034475;4,00215680732415;4,42084361709139;5,04567618124446;3,82012374433424
MG-1-neg-10340816_st;4,12957178104687;3,52652274172672;4,47374071659547;3,66469536279346;3,50135862078365;3,40466381182921
MG-1-neg-10340817_st;1,80877975497308;1,83038718485292;1,72393575868699;2,9625530803803;1,65587838613608;2,72544798913046
MG-1-neg-10340818_st;4,00443832403643;3,94393736801001;4,31396453724545;4,22861880502219;5,40176738690752;3,88296516728148
MG-1-neg-10340819_st;3,4453577119313;2,52325875951213;3,6827125265514;4,01709818523986;5,22068835831056;3,21013526079523
MG-1-neg-10340820_st;4,71290710132216;5,2919432913065;5,63890401830263;6,41726169324341;5,69891242950581;5,93001051047582
MG-1-neg-10340826_st;3,61983860619367;2,59094344122069;4,11797090770169;1,37413502213593;2,91140914004289;2,65613175601097
MG-1-neg-10340827_st;5,54745393062204;6,43769559615789;6,30204036306893;7,20184103434992;6,41023557498827;5,26407148278021
MG-1-neg-10340828_st;4,35966625671711;4,16499287910044;5,78214586456091;4,63070028401313;7,13865058809619;4,87922485187779
MG-1-neg-10340829_st;3,33431054573728;4,22608609113362;3,75745764001567;3,63201974725096;3,97644830072482;4,3421913235178
MG-1-neg-10340830_st;2,65121066441014;2,33995051864168;2,44336053178536;2,90159339124155;1,53222676341138;1,77583173811906
MG-1-neg-10340832_st;4,08938799049763;3,47008681021157;4,4264393835508;3,99597584973712;4,70762255599639;5,05246510700982
MG-1-neg-10340833_st;2,0359795050969;1,71816817003744;1,89881521188293;2,26504632835319;1,6958848512691;1,81791628199766
MG-1-neg-10340834_st;1,79723344162761;3,11388107259537;2,94011771843453;1,78139773594483;2,82569276918628;2,79272310203164
MG-1-neg-10340835_st;2,34468181639499;3,31819906147832;2,89259120111481;2,57819302229174;2,42460789676556;2,59152947078008
MG-1-neg-10340836_st;2,38206198216344;3,10525822491516;4,45379660658233;3,80176239486651;2,77206896798885;2,81805494552613
MG-1-neg-10340837_st;5,87875878145077;5,03064574274944;6,47242287796781;6,7526678265386;7,12256610451739;7,24865635843417
MG-1-neg-10340839_st;1,89300656261338;1,64060409554551;2,12370636379384;2,64470538736721;1,79248307843851;2,03076277121777
MG-1-neg-10340840_st;3,94195550193368;4,52613911393751;6,14871002481064;6,14435655847483;6,3245541871489;7,26355774680365
MG-1-neg-10340841_st;2,87149140896448;3,01965829801488;3,17901354172937;2,90537364394293;3,03473624648696;4,40541533634632
MG-1-neg-10340844_st;2,70157383463778;4,14879617834593;4,5801290053706;4,97386133815253;4,08903651133567;5,13051318563838
MG-1-neg-10340845_st;1,58155715485341;1,48171829574849;1,64615254089877;2,81499789874674;2,75961882294417;2,31699865684126
MG-1-neg-10340846_st;2,36590063289453;2,11693961352764;1,83812638158895;3,37299757473027;2,76500564727518;3,98542560313937
MG-1-neg-10340847_st;2,11624761982532;2,33765698211091;2,26802720625042;2,63638863159969;2,4592704751948;3,01851681679902
MG-1-neg-10340848_st;6,16032609153556;5,45228036956715;5,94975054791643;6,49171501403999;4,89749432413933;6,25846545522963
MG-1-neg-10340849_st;8,27802519662333;8,34376156766899;8,8916132833001;8,14640265681441;8,85036782826592;8,02161918287395
MG-1-neg-10340850_st;3,24385966733571;1,73560638825373;3,24125896458987;2,87582677356943;2,27945944244954;3,90717298222369
MG-1-neg-10340851_st;3,45628840281272;3,30362750367216;3,92411822332585;2,45390041038636;3,97179156651414;3,32909945600469
MG-1-neg-10340854_st;3,45844045280455;2,80923493229537;2,73786212289161;2,95016034290221;3,18242411151704;4,55265786935805
MG-1-neg-10340855_st;2,50997049638803;3,11752408690048;4,70832896007289;3,49531809064069;2,96247977093576;4,88012476118894
MG-1-neg-10340856_st;1,96517486286679;1,74991524872331;1,7995967556248;1,68494423275844;2,79643085932015;1,49670952563383
MG-1-neg-10340857_st;2,88279215951684;2,79212616106671;3,52318646635667;2,92678087978888;2,57832911498604;2,6846727896012
MG-1-neg-10340861_st;2,36222408218122;2,18378597128897;3,63803269873961;4,34501412002838;3,82821151155925;3,25950917997233
MG-1-neg-10340862_st;11,5902512836028;11,7705671650533;12,6111884951102;11,8187069970099;12,7260645112482;11,7303619143898
MG-1-neg-10340863_st;6,4604956700071;6,69385259080808;7,65775540431573;7,3919405995542;8,09543820427909;8,10905835708711
MG-1-neg-10340864_st;5,24956209210405;5,23047505103228;6,80567591870965;7,26712747560905;6,63231277475521;7,47602840182708
MG-1-neg-10340865_st;2,12168992211652;1,98305508419196;1,96637289213785;2,35956531244065;1,28108828989255;1,71970077369544
MG-1-neg-10340866_st;7,03750982489716;7,15805819722647;7,84866590126038;7,71120068644337;8,36564152095926;7,24824257768597
MG-1-neg-10340867_st;4,78901518366674;5,00222960183149;5,73446195580589;5,96172917767453;5,73764688906185;5,79957942556514
MG-1-neg-10340868_st;1,68789808626333;1,62368817214445;1,77169291131107;2,4579829649129;2,00007415711499;3,52319160799698
MG-1-neg-10340871_st;1,88588353421303;2,49449510532213;1,84503851070778;1,81708616791045;4,02354961535831;2,69697530867696
MG-1-neg-10340873_st;1,90935102058205;2,11057648485979;2,51762014167326;3,24780296540255;2,31086319705172;2,39184961692487
MG-1-neg-10340874_st;1,71300336464079;1,80770657810595;1,72568019535019;2,98781558720874;1,77918000446421;2,49157890426919
MG-1-neg-10340875_st;1,43148692177373;2,28508325634939;2,91561983317359;4,55079840049874;2,44263540459196;3,10478255657286
MG-1-neg-10340876_st;2,00089628435312;1,89974215685381;2,36241861129583;1,98005479014114;2,63036502621338;2,52073439208629
MG-1-neg-10340877_st;2,05636688335551;2,28414023518865;1,96187360709492;2,34839333482412;2,34228855006121;3,24425623363496
MG-1-neg-10340878_st;3,06962621398516;3,08699883204088;2,64218936915017;2,92436177714033;2,83328283958166;3,42690892474431
MG-1-neg-10340879_st;3,52335071965979;2,69761559946102;4,79887032558071;2,26710288515591;4,21914536088339;3,61533396057094
MG-1-neg-10340880_st;1,46661347976969;2,00985479050389;2,17070483644047;2,61999216420864;2,06975399512708;2,89967628577907
MG-1-neg-10340881_st;1,35412187620277;1,50545885594364;3,47578429166996;2,60598770407952;3,59078344442193;3,62374705377104
MG-1-neg-10340882_st;3,24978687566222;3,61083238420461;3,70505852534789;3,3931418163972;3,88798667230297;4,1039945442808
MG-1-neg-10340883_st;2,51734599529568;1,52902515877847;1,57209378040721;2,24330568711805;2,61110268180439;2,38831078850808
MG-1-neg-10340884_st;4,04011251858342;4,11866483603634;3,2451017057813;4,44818694162301;4,42624706386263;3,93678974060773
MG-1-neg-10340885_st;1,64622427571137;1,95258062127044;4,1355599126815;2,12384708957103;1,92322522346122;1,94959203662706
MG-1-neg-10340886_st;3,05058881910332;2,51690775659775;2,84593857999461;3,54931595331599;2,71837065515533;2,91401378052864
MG-1-neg-10340887_st;2,3607181208266;2,35795308084048;2,85200451640078;2,60055645655607;2,6809053567908;3,25073596512969
MG-1-neg-10340888_st;5,33558832359237;5,22336338622317;6,896064715821;7,63447030852391;6,83436320136794;7,91510095357928
MG-1-neg-10340889_st;3,07215573066146;3,93150841795003;4,11797754140553;1,68117419256134;2,56945890088778;1,83541678620316
MG-1-neg-10340890_st;3,66539400621794;3,96511903632126;3,95440398520628;5,28227946895712;4,4617802738222;4,56446123781109
MG-1-neg-10340891_st;2,98372152190592;3,80399911117823;3,5161407919432;6,35273462909586;3,23732881247441;3,01706242007641
MG-1-neg-10340892_st;5,55133610351903;5,93359479352699;5,20669589626369;5,91458076053118;6,11244843746162;6,46634346304275
MG-1-neg-10340893_st;4,59448874640826;5,17336699183966;5,52334923635546;5,58006722744677;4,63210013666722;6,06966424922583
MG-1-neg-10340894_st;3,43472892634541;2,54811192770625;4,1573557437747;5,30400820699623;4,43046998985765;3,37937781409867
MG-1-neg-10340895_st;1,8541417707269;2,35547515899747;2,02719263213316;2,98288704791964;3,06855880580339;2,36276107312273
MG-1-neg-10340896_st;3,57343272580446;3,04358823208238;3,3521667576583;4,38336168246821;3,73657937232219;3,65602504862145
MG-1-neg-10340897_st;5,40963144404814;5,01609340672719;5,11535019503967;4,80742829278334;4,69588804519539;5,3101021684186
MG-1-neg-10340900_st;2,73853374407395;2,69384742161342;3,91481521895485;2,5559613372924;3,46823515218332;2,89156832432427
MG-1-neg-10340901_st;2,24330568711805;2,42870428651184;1,89881521188293;5,28699489939897;1,35412187620277;3,23172701440454
MG-1-neg-10340902_st;3,74526553609583;3,92207732576461;3,9227007814278;3,94500287950788;3,98390456248345;4,49008191455167
MG-1-neg-10340903_st;5,79284448893131;5,56683455277971;5,53051116846421;5,94452287533872;6,35096949567773;6,33160612317606
MG-1-neg-10340905_st;3,49706241222215;3,84009981274777;4,48077225324392;5,15177210093098;4,94931753740675;2,46596729468307
MG-1-neg-10340906_st;4,80451198244712;4,25334413429229;5,10493442276699;5,45605292513337;5,5148368338633;5,15259876425631
MG-1-neg-10340907_st;5,14716938336216;5,24116935011731;5,59479070697575;5,48602297749629;5,34895904187712;6,02824975772579
MG-1-neg-10340908_st;5,88163353620341;5,85279865860315;6,0111743492535;6,77188568256939;6,87254189669923;6,14515546785838
MG-1-neg-10340909_st;3,92959982080807;1,49173255222037;4,94151377018635;5,75586480857518;5,56084903649821;5,49839089639252
MG-1-neg-10340910_st;1,99010643687399;2,15161805157465;1,99381419199939;2,38769245713449;2,07435922957596;1,79042317612481
MG-1-neg-10340911_st;1,97586619315991;1,51984995241809;2,59363204717206;1,89569602102363;2,03840536779192;2,61771808998331
MG-1-neg-10340912_st;3,30004779433858;3,51904692382026;3,60978251410244;3,08081679134581;3,31918753327998;4,57340873896961
MG-1-neg-10340914_st;3,4283898823335;4,12171019061469;4,86438131452289;6,07832029305085;5,82520297756705;5,26430138182088
MG-1-neg-10340915_st;2,10462492699475;2,5486092938509;4,26764903742239;5,09777176930279;4,17255430899248;5,09965251062252
MG-1-neg-10340916_st;6,76813288521255;6,62006851087389;7,23923282986486;6,75831582462276;7,38472612693834;7,14780993705615
MG-1-neg-10340918_st;2,82010376292382;3,42134317245132;3,5390478778997;5,44313957858781;4,12818308590716;4,99346281718397
MG-1-neg-10340921_st;2,67558911238046;2,28825381607573;2,47463118837895;3,0400640886474;2,44354274386268;2,87658438136081
MG-1-neg-10340922_st;2,84119329950131;2,92070706048472;2,80001522951136;2,83907530164486;2,9217652220184;3,47873429013018
MG-1-neg-10340926_st;6,63395670375123;7,2330894706701;6,91586765987994;7,39058345576342;6,88772046995603;7,54651048152645
MG-1-neg-10340927_st;4,59458080905508;3,90533520708087;4,6130694871195;5,9399936510015;5,77642150541967;5,99673300029571
MG-1-neg-10340928_st;2,18219132903132;2,08855285009986;1,45152742534184;2,51480127602063;3,5327391969169;1,88460846501342
MG-1-neg-10340930_st;1,67617860606291;1,92451629282087;1,89881521188293;3,13024510083349;1,49173255222037;1,24680106750411
MG-1-neg-10340931_st;2,09345211247867;3,76113955363238;2,10077720877517;2,77382404163753;2,17225832912015;2,65482278972023
MG-1-neg-10340933_st;3,3375565321733;4,06897055540216;4,41800707693354;4,44812465984008;5,24037187472121;4,60893570313404
MG-1-neg-10340936_st;2,90816955218763;3,63741227683978;4,25438580923519;2,57151599000856;3,68750268838752;2,68488651690861
MG-1-neg-10340938_st;2,15759527009843;1,98493649582952;2,0385138651191;3,38898153128147;3,13603966362362;2,65292805286941
MG-1-neg-10340939_st;8,46384343165441;8,56517766493625;10,5072625824871;10,8643918527579;11,2909316539823;10,6455561741935
MG-1-neg-10340940_st;3,82544091220566;3,52638296765833;3,91535417847261;3,38162038404467;3,67149281176575;4,48973060167339
MG-1-neg-10340941_st;2,34131095996168;2,24535653156401;1,53778667517804;3,70555709969643;2,10608182858065;2,86050314196679
MG-1-neg-10340942_st;1,7114735980005;2,08476096732606;2,6457876227088;3,62821652484519;1,81791628199766;2,46596729468307
MG-1-neg-10340944_st;2,63294096828402;2,93122125021353;2,30652923391488;2,31853879260384;2,34357017010536;2,35696754339866
MG-1-neg-10340945_st;2,57517104866977;2,26513346870401;3,50103321902777;2,85367720190913;2,63026332965627;2,74336502177005
MG-1-neg-10340946_st;5,62865626690348;5,95381131320597;6,76662260838148;6,12018171876351;5,91483350184098;6,10704038505704
MG-1-neg-10340947_st;5,59182476180454;4,9083640458246;4,93868212467146;4,14320528079494;5,54863100762099;5,23501037176402
MG-1-neg-10340948_st;5,50627679433141;5,54764446579761;7,11199871789958;6,51615347450985;6,79862433143747;6,43693549285511
MG-1-neg-10340949_st;2,43878878401148;2,80106258780942;2,73641595205092;4,44554776592705;2,85388633304021;2,55997299392476
MG-1-neg-10340950_st;2,02929672287195;2,40963930667691;3,05704172192998;2,62473482439397;2,58979539201978;2,4274938624323
MG-1-neg-10340953_st;1,77621710613765;2,18868877409445;1,91234474705217;2,82387269913945;1,92322522346122;1,64923282059707
MG-1-neg-10340954_st;4,86014245466569;4,54457433545025;3,70237129758591;5,02723897953937;3,65246876652499;4,81151259054779
MG-1-neg-10340955_st;5,53296560550998;5,58280769145122;6,93223403861431;6,93157080849559;6,87369575537189;7,19787819787486
MG-1-neg-10340960_st;1,13962145216748;1,51969269075892;1,4602296187714;1,75563596848767;1,66345408047756;1,60414530697627
MG-1-neg-10340961_st;2,74292067736127;3,45043859650944;3,48201248145711;3,81009370049818;3,33696971063126;3,47638095505248
MG-1-neg-10340962_st;5,22701412900992;6,08308867442518;6,34885385680484;6,85463979503935;5,2759237182708;6,79436246439579
MG-1-neg-10340963_st;3,54758461546989;2,87095097385898;4,15819326180129;5,68325642358102;4,65621754154719;5,35587979328833
MG-1-neg-10340964_st;4,60041346211656;3,57249374606143;4,79745430804008;5,43294153339968;5,71459231196051;3,94271858566402
MG-1-neg-10340965_st;2,4423926370156;2,69867939312025;3,16874117334357;3,90014555661387;3,28010167156;3,19900158137935
MG-1-neg-10340966_st;5,26022020224866;5,59123999243607;6,05607198448056;5,5753945933575;6,60495909326828;4,77990097953583
MG-1-neg-10340967_st;3,6452036471178;3,58176536127364;4,28261998846989;3,64445504212416;3,12749499541127;4,79319322579033
MG-1-neg-10340968_st;2,48087190553896;2,4156010132873;2,31503303602733;2,60274184616513;3,24553993634485;2,35552451050172
MG-1-neg-10340970_st;4,04603715935136;1,77169291131107;2,95005489148351;4,83701560699671;1,35412187620277;0,877187081993588
MG-1-neg-10340972_st;3,61541416615521;3,01295665914938;3,76476577168765;3,98133486865179;3,16162998708294;1,79564322224226
MG-1-neg-10340973_st;2,00859922315003;2,45468659760298;3,58182286622066;4,32613077197311;3,40786279917833;3,63259368005475
MG-1-neg-10340974_st;3,0644985792277;3,45471972579367;3,03123893054641;5,87307494736794;3,47067700307451;3,94849049943949
MG-1-neg-10340975_st;3,48964127613661;4,21506758515643;4,12439709657307;5,39954027627939;4,22895859004307;4,51199665190824
MG-1-neg-10340977_st;3,62026790729528;2,43345456888506;3,26667463130618;3,92736469524814;4,39507180009098;4,22492039109162
MG-1-neg-10340980_st;1,47216914694238;1,91126514674739;1,62446700887321;2,4523525773819;1,51298549278999;1,66428115530004
MG-1-neg-10340981_st;6,94643753404754;6,9259680211535;6,9315509595733;7,31448083175542;6,4501972036539;7,16040748521713
