;P234_01_N_Scr_1.CEL;P234_02_N_Inh_3.CEL;P234_03_6F4_Scr_1.CEL;P234_04_6F4_Scr_3.CEL;P234_05_6F4_Inh_2.CEL;P234_06_6F4_Inh_3.CEL
TC0500002579.mm.2;4,92944588119935;5,18010733687302;5,8614747988745;5,69987217640663;5,58399911488062;6,52243588038138
TC0500002580.mm.2;5,32822024250429;6,20707357370988;5,11326433079051;6,16021838656178;5,27618056722336;5,5656377738164
TC0500002583.mm.2;6,94965658821654;7,0902586507764;9,57619388330717;8,52126617472027;8,9583117275305;8,91697231876242
TC0500002586.mm.2;7,08057868152583;7,09843857701206;5,74707767347629;6,56523694259757;5,92425884031813;5,49385095231735
TC0500002592.mm.2;8,05929534646423;8,19020699449853;7,16971004585037;6,34717135313046;6,99148639975637;6,61592022070718
TC0500002595.mm.2;3,24167530512598;3,50609607908656;3,12663335029579;4,74769199213114;3,92793656293139;4,05890555838521
TC0500002596.mm.2;8,16898503347613;7,9711460457057;8,05308573543101;6,89966503796571;7,99492030700176;7,42779384520902
TC0500002598.mm.2;8,73142998435681;8,74083633814596;9,11646425892726;6,9763240780917;8,96330504250095;7,79688378980219
TC0500002603.mm.2;5,8038489161825;5,56435976056364;5,04631811539598;4,61296863155811;5,3659590116827;4,46694600779802
TC0500002608.mm.2;6,85046029552728;6,40192244752044;6,07322261737754;5,23960405566659;6,36932529333462;5,96832414036053
TC0500002615.mm.2;7,75095573351513;7,78557330941936;9,70901464163089;7,20323268371609;9,14283056460972;8,05198385236425
TC0500002623.mm.2;5,38220880874705;5,47494267879026;5,45819055463899;4,50086519385691;5,55012881100789;5,02590864541226
TC0500002628.mm.2;9,3362955969759;9,4488483268307;8,92694701692326;7,80771839157427;8,80731944986982;7,87537199049354
TC0500002632.mm.2;3,80118354755478;4,02452452553208;4,069867594006;4,1856518329433;3,82449442285895;4,06550996569696
TC0500002633.mm.2;2,89292235809462;3,1348590975102;3,3994411942446;4,07955226770294;3,3675516819477;3,68291791015815
TC0500002641.mm.2;5,15535147757913;5,70779386888568;4,45435999034624;3,58572024307206;4,7220154410955;4,41981517434883
TC0500002642.mm.2;5,88661302712789;6,04464908812912;5,23340081313161;4,61380438329082;5,21307028378576;4,67237450718315
TC0500002644.mm.2;6,99694305337012;7,01272201846792;7,07849827240024;7,74187113637079;6,99910289080505;7,35400895340449
TC0500002649.mm.2;4,07762565810473;4,46323113897307;5,7522074541974;7,29419704102594;6,66229103889633;6,5257902200708
TC0500002650.mm.2;7,27217612205139;7,07984068753846;5,61204975001866;6,30418400808164;5,30344220525827;6,65965999645186
TC0500002651.mm.2;7,99450923141198;8,32844233436336;8,22473199549208;7,76681801050023;8,86281980114029;7,97545501915794
TC0500002652.mm.2;5,12056968784108;4,73259673400707;5,21203619824591;6,13797794636388;5,67061612323877;6,01700022460233
TC0500002666.mm.2;4,6391678763342;4,62982554936404;4,96383153073841;6,07704796122923;5,60584523998818;5,86567144205539
TC0500002672.mm.2;8,05879636997768;7,90179914086693;6,97008119362377;7,04322957715322;8,06395946195113;7,09074843042071
TC0500002675.mm.2;7,23678257744389;6,86159050678264;6,15046479334291;5,21488992617401;5,81057716284615;5,47273759492493
TC0500002676.mm.2;7,48680205864826;7,29412812881264;6,50603169163455;3,25594527320698;6,53841548848452;3,94161383304472
TC0500002677.mm.2;4,32849757883469;4,44064827082509;4,32421994971873;4,92112113873118;4,77528329660812;4,84679811431015
TC0500002678.mm.2;3,38906219941646;3,33393256779077;3,70285465277167;3,89721282797134;4,08257694901263;3,91016423158836
TC0500002680.mm.2;2,68944131333126;2,63635088916627;3,10053374094602;3,22062217907602;3,26468902870894;4,0105534564184
TC0500002681.mm.2;4,24888060699596;4,57951867607774;4,45889391269549;5,43765213800531;4,89831971931713;5,06831385529444
TC0500002683.mm.2;4,09889326565206;4,19231821973633;4,6374193370462;6,31467108751194;4,7057734726392;5,96504499572092
TC0500002684.mm.2;4,11756979979631;3,75500172328258;4,46467317916201;4,65044534561087;3,9585896595277;4,90793952214752
TC0500002685.mm.2;3,16871018690035;3,03437741368223;3,21157922395421;3,51259127223861;3,70201710976551;3,31509044428126
TC0500002687.mm.2;2,90801549527698;2,81882768038498;2,71587773088081;4,28637215948217;2,5118774768747;4,09572583701438
TC0500002688.mm.2;2,62339927060337;2,99860674056371;2,96611414206413;4,11077878033289;2,63156623572377;3,03953141610231
TC0500002690.mm.2;2,48092401677118;2,58119575623462;2,49619616481073;3,38923670278773;2,18608027647257;2,73218663658588
TC0500002692.mm.2;4,81663517474367;4,50686574061868;5,27184684513394;5,19141675455741;4,96801782895441;5,26715988949033
TC0500002693.mm.2;2,51173462964889;2,7623457652773;3,12221978872137;2,71892948717363;3,24152320667372;4,33293847575764
TC0500002694.mm.2;2,4513466946816;2,55723630856463;2,50567595540164;3,76057428727187;2,60738040440472;3,17472842280732
TC0500002695.mm.2;2,7800009450709;3,02351388687479;2,6018868367954;3,55747847676218;2,49920527494766;3,59582904599049
TC0500002696.mm.2;3,26241448816712;3,30565207723532;3,63384492657049;5,0637353051556;3,5689851218244;4,33536298871912
TC0500002697.mm.2;2,44200866339647;2,40750733398508;2,41492086057858;3,5505423202793;2,79001920190173;2,78866246622743
TC0500002698.mm.2;3,2749407107452;3,45765105183102;3,70051773291472;3,98251627495769;4,08455586003001;4,09668936820564
TC0500002699.mm.2;3,02192870002428;3,60727477686454;3,26097189202392;2,80039634238748;2,81997201803428;3,91234778920652
TC0500002700.mm.2;2,53470883971259;3,14887110907729;2,82076774221546;2,75063147406696;3,18046418242159;3,5518849414142
TC0500002702.mm.2;2,49273853487038;2,56818622388229;3,08671470101797;3,39384428297474;3,04749022606797;3,27276235259443
TC0500002708.mm.2;1,52102230723298;2,09319211279294;2,12370972506993;2,86356996683821;2,22307656980009;1,89910282271687
TC0500002709.mm.2;1,7613170106637;1,5215529887571;2,23120697970108;2,05672599297209;2,58275468363118;2,60887453494088
TC0500002712.mm.2;2,95271675841918;2,70468758120819;3,13974027129899;3,38393297787612;3,09095203856212;3,3868471121489
TC0500002713.mm.2;9,13320516525035;9,10552568962555;9,09792489492202;7,83499089858948;9,1540623632731;8,4122077854631
TC0500002717.mm.2;3,33830889546703;3,37629429807405;3,49282465049545;4,60345307680957;3,97800707034843;4,84448414695617
TC0500002719.mm.2;7,18150494019184;7,08535145160945;6,91352300510117;5,42023401215524;5,97273622677378;5,92252640227385
TC0500002722.mm.2;7,78632333673145;7,79606483717725;7,77083091441953;5,9247084587353;7,35970285421537;7,12428755210856
TC0500002723.mm.2;9,24858197163294;9,11709126190626;8,5970525689105;6,97959809109792;8,38107507046732;7,07294965428677
TC0500002731.mm.2;3,33654923397272;3,29484586346065;3,5170746295638;3,60795572250264;3,98259634576359;3,96182071914847
TC0500002738.mm.2;5,31084664946857;5,21518148814655;4,9211192323502;6,52882215106391;6,00256521303703;5,88815752279291
TC0500002743.mm.2;7,91779184529394;7,89501753949023;7,98293170771257;5,9056100741075;7,5054425887709;6,85457217796712
TC0500002744.mm.2;6,27648291068291;6,30105206315539;5,50800394048875;5,46936688811519;5,54310971761638;5,69163666256876
TC0500002745.mm.2;9,8076214484821;9,71416779892665;8,99884438819405;7,78850075405694;8,50150752800986;8,04043897801222
TC0500002751.mm.2;2,68146149074401;3,37425180533773;3,37406201261703;3,93088936561289;3,72162070993324;3,78119264575499
TC0500002752.mm.2;3,50570000992639;3,65875901163983;3,51246589510056;4,77956592150932;3,69579315377449;4,22320518263978
TC0500002753.mm.2;8,39646059755436;8,30257238663419;7,78364954359253;7,31233276261737;7,19057594243729;7,81023637516051
TC0500002754.mm.2;6,52378827246646;6,30183563341496;6,30413863737716;5,67205457789697;5,77124020327699;5,10228383788106
TC0500002755.mm.2;4,42316802177044;4,75700289983261;4,92734470141755;5,61133417519882;5,33933004952187;5,64990492649665
TC0500002756.mm.2;5,68566998169013;6,72904771150221;5,15330160673545;5,68155856066568;5,58559643171832;5,86821753693878
TC0500002757.mm.2;3,48896628754484;3,43980218880873;3,98867778094238;4,95405119672089;4,41839115661957;4,55182735198842
TC0500002758.mm.2;6,88155280045197;6,83900525248537;5,45003752822051;6,00956819458315;4,98083085619597;4,09618207025937
TC0500002760.mm.2;8,73741784782935;8,79493549781881;8,02364035102821;6,68648386727843;7,60093169382108;7,51551565265013
TC0500002762.mm.2;3,46686364666203;2,827916084864;3,08662881587442;4,12864834253092;3,22068376083256;2,65142704609243
TC0500002767.mm.2;5,34301483413265;5,87269083341581;5,12567125789913;5,72920771726709;5,5840764514397;5,56099021171525
TC0500002770.mm.2;10,7917398523502;10,8717957766169;10,8799249003427;9,28716736458934;10,825154953296;9,48243574613837
TC0500002777.mm.2;4,43260239075048;5,0176607922316;5,9711980462885;6,7996740300755;6,12968018577899;6,59304430752664
TC0500002778.mm.2;3,56780018528227;3,73576723557412;4,31676521527503;4,90641731282611;4,38940721659788;4,37567622296736
TC0500002779.mm.2;4,3568275408841;3,76797442896984;4,58778380258976;4,81511351684246;4,13443764117297;4,43527390944079
TC0500002780.mm.2;4,33421023430843;4,77014573430696;5,22639221349471;5,80916963959236;5,3409734077366;5,96164480280429
TC0500002781.mm.2;4,99681351511115;5,07044929566629;5,11463237351638;5,29832871755552;4,83505354821939;5,04074265658858
TC0500002783.mm.2;4,25958642114416;2,94136605545825;4,54324367644565;4,59198246950556;3,96343542296532;4,15811822367002
TC0500002784.mm.2;4,09284654841661;3,22880138190081;3,9605116165242;4,95122285432277;3,30347625897047;4,30454112836757
TC0500002785.mm.2;4,58996896742438;4,40353424171938;4,600309500966;4,89648282817351;4,27799124860124;4,56351552869226
TC0500002786.mm.2;4,3568275408841;3,76797442896984;4,58778380258976;4,81511351684246;4,13443764117297;4,43527390944079
TC0500002788.mm.2;4,06895350324118;4,25006129990703;4,43929446600698;6,35942582541227;5,00934458564184;6,06201449889557
TC0500002790.mm.2;9,52968288161608;9,28364329372812;11,2863167808733;8,7331089147071;10,9356742161215;9,19233234326394
TC0500002799.mm.2;7,98508489580024;8,07617966797757;8,73595028051019;8,56311716594822;8,4197155367717;8,8321057538115
TC0500002802.mm.2;4,8214343609248;4,59341125169802;3,96185188324692;5,29308560722191;4,12983840943699;5,27970711584469
TC0500002803.mm.2;6,14611817472402;6,17446449834197;6,98310932154452;7,31851823769528;7,12849945461623;7,92318329347236
TC0500002805.mm.2;3,09598668875189;3,15848163788551;3,07448470605388;4,02650318329885;3,7365217385543;3,21028829555373
TC0500002814.mm.2;5,51273418071463;5,29518168227431;5,15399649546013;5,6362939984567;5,27090873584045;5,81966366625666
TC0500002818.mm.2;7,28420956292704;7,66018910845843;6,74070898756672;6,82341774871955;7,06426311193758;6,30931845519635
TC0500002819.mm.2;7,81097936933442;7,7098253457322;8,28814353093681;8,9376668461794;8,53801431321504;9,09517851853584
TC0500002827.mm.2;9,5017832420556;9,52868829861424;8,49531319691337;6,29003900511391;8,37329389450401;6,83964389112745
TC0500002828.mm.2;9,13854255226154;9,03978376458782;8,97600291004273;7,26240058538351;8,89076981970901;8,5040449903407
TC0500002830.mm.2;8,6002091269713;8,22689455245027;7,50253103855453;5,64437888998274;6,73142980153462;5,37370294688359
TC0500002833.mm.2;8,83082904569358;8,94441587631162;8,91383020435133;8,37220094051115;8,54453124533635;8,12574718306399
TC0500002836.mm.2;7,32039197012817;7,52475069564324;8,97414091510571;6,42928762099065;8,15391784029671;7,17230820399643
TC0500002840.mm.2;4,74453980658911;4,69414245221292;4,86796442659129;4,82985926067799;4,76631459574757;5,68237036407181
TC0500002842.mm.2;7,43210667333977;7,48102560112086;7,44439693768879;7,55591175921764;7,68140971851569;7,33974523432681
TC0500002843.mm.2;4,35236588465992;4,84342277988091;4,78459512490363;4,91856227816948;4,94548089137303;4,96864987788793
TC0500002845.mm.2;6,59299695401173;6,18947022497895;5,91431568132227;5,70071515752514;5,43325116971814;6,2610066463018
TC0500002846.mm.2;8,07962579281604;7,92431319074923;8,57369977493036;9,1920838033147;9,10561423258485;9,00518093796286
TC0500002856.mm.2;5,6089653439926;5,37664299729749;6,24638788618141;7,13304651168602;6,19385748293083;6,81807749145146
TC0500002859.mm.2;7,95322696600273;7,49422976658778;6,31790983394992;5,2662156345421;6,04048321423222;5,75946749273458
TC0500002865.mm.2;11,3057122093595;11,2347661872238;10,598166748142;7,72137339988817;10,0416277218205;8,03461982637254
TC0500002875.mm.2;4,02743216225205;3,80112523880951;4,15453904716966;4,20876994370653;3,96671240209759;4,583044963831
TC0500002877.mm.2;2,94267542163515;3,40357359854147;3,35304695811059;3,84224444187065;2,47224062410594;3,0612539835137
TC0500002879.mm.2;7,38192598779041;7,44947962640473;7,74773522969514;7,73783212405771;7,86427107759404;8,03718881050345
TC0500002881.mm.2;5,93271493928207;5,83707162005644;6,23916573338224;6,88158582047959;5,95731830774853;6,67675800610405
TC0500002882.mm.2;8,38327896296609;8,53672102630644;7,24109361113993;7,28456643733624;7,72561891173977;7,21521875854008
TC0500002886.mm.2;4,62695549072465;4,55770464012764;4,98743606356698;5,5972289785295;5,49183607467977;5,21047894031167
TC0500002887.mm.2;12,0443744902534;11,9968218211196;11,6603576832721;9,68132128177561;11,3720915864442;10,1160892846634
TC0500002889.mm.2;5,8874432984796;5,0795580604741;5,72729462740418;3,973674232522;5,00625492956289;4,77131760714958
TC0500002892.mm.2;4,94724186581993;5,08396590118226;5,95036508454279;5,93977611622407;5,77494203658686;6,0162657961043
TC0500002893.mm.2;3,64448524638832;2,9446650952591;3,31787218202853;4,4491651306713;4,01435677980531;4,43848846536442
TC0500002895.mm.2;5,50818466520462;5,7313570490932;5,10261246012547;5,57818154480668;5,32820819809603;5,47888430755926
TC0500002896.mm.2;5,39269888900989;5,90850283099232;5,54375489038801;6,53313411512235;5,20085701622834;5,76718138871668
TC0500002910.mm.2;5,64598631869372;5,40402550431736;5,5674978556354;5,83026313221983;6,25075670883921;6,23376187573913
TC0500002915.mm.2;3,77305631176532;2,75493758556081;2,31842594974425;2,35114813239448;2,321056566714;1,9171739527697
TC0500002919.mm.2;5,9464184110981;6,31562982611001;6,03001452117981;6,19372204337503;6,20123412950489;6,2347876372084
TC0500002927.mm.2;6,02303348341304;6,15280605111703;5,76334130971369;5,0513825782386;5,54053367261451;5,43318945022856
TC0500002932.mm.2;6,57579113034583;6,41755243431952;7,2572793901149;8,01408681126128;6,45805863051032;8,46627359902001
TC0500002933.mm.2;8,3542818287832;8,47226671974947;8,56142442255274;8,1386185957423;8,40903636096236;7,81777865931787
TC0500002936.mm.2;8,4635574773895;8,31206987289732;8,22570795832612;8,06203994951433;8,0014892983303;6,51761687548804
TC0500002940.mm.2;6,77143133128744;6,73765356982587;6,84660054788708;6,58281220668844;6,66423471999575;6,1007130585255
TC0500002944.mm.2;7,51150154156588;7,03659950807579;7,18192058756444;7,59626020600181;7,32107025645814;7,71902123030152
TC0500002945.mm.2;4,08665447275151;4,87055735698117;4,90370624657665;6,26005539413829;4,46665448787442;5,05555922936182
TC0500002947.mm.2;9,95128973862748;9,63580940883526;9,23483564317132;8,27703531034597;9,34140995367683;8,41256016139411
TC0500002950.mm.2;8,34165491543988;7,9885958339049;7,34736044541667;6,95314264476431;6,89390235486428;6,07342327840617
TC0500002952.mm.2;6,52151303464439;6,10611819126232;6,38347613340178;6,99645740101507;6,30576618619346;6,39535512728992
TC0500002953.mm.2;4,1446291897939;4,73832381042313;4,25218741118795;3,79666525315584;3,8173134772188;4,23377173365661
TC0500002955.mm.2;3,49705973501822;3,31761206124313;3,92186192717206;5,0115563369455;2,78598551723648;3,83768241866746
TC0500002956.mm.2;2,30788893514758;2,13133099920019;2,36594907751421;2,63421554367032;3,05570357142219;2,25074453943951
TC0500002957.mm.2;2,85543451113083;3,10135566606266;3,48623250733705;3,35658275040357;3,11337980809571;3,93580526467345
TC0500002958.mm.2;2,11067248897384;2,63830041103267;2,91303783417701;4,66463627442787;2,59049065209976;3,32349059684475
TC0500002960.mm.2;2,36173830180058;2,14221536728043;2,75783333183963;2,652837921753;2,42425610088601;2,57309510323479
TC0500002962.mm.2;2,99868922856629;3,51509118882419;3,35140655582107;4,44433073444847;3,96319121161328;4,26816708424364
TC0500002963.mm.2;3,37020982247098;2,74305927460687;2,82578444522454;2,97937373862226;2,8615658179773;3,43899394940558
TC0500002964.mm.2;3,13729148448721;3,42823347265809;2,97901267564965;4,09566995517575;3,48515396128523;3,86422878702194
TC0500002965.mm.2;3,13731942282226;2,65284252957671;2,70118766375991;4,00715571535045;2,83003383921084;3,89488327992183
TC0500002966.mm.2;4,19149665770175;3,41914222773295;4,34462758239403;4,54238311694244;3,86254184935489;4,30644170716095
TC0500002969.mm.2;6,81157582779881;6,64111032493313;6,7493177997082;7,00006788348702;7,01156784735112;6,99815819509089
TC0500002971.mm.2;5,46352180561803;5,79274647493105;5,11334215624723;4,28571236225646;4,67081667588908;4,23599818384158
TC0500002972.mm.2;8,09808414386567;8,12228156652816;7,49174936005886;6,69906773832891;7,90691705842794;6,18289887132524
TC0500002979.mm.2;4,0156757341384;4,1400996862594;3,86472977450779;3,2754032069404;3,31446342594738;3,06729635455551
TC0500002981.mm.2;6,9524030150766;6,75833203247666;7,24674553764071;7,16090202553399;6,78152136888973;7,27891291760029
TC0500002985.mm.2;7,58817361740443;7,46267853828617;7,46886660829596;7,50497104095833;6,98550919740807;7,19742254078668
TC0500002986.mm.2;5,05487965314567;5,01628496429964;5,08167964971459;6,23283802488069;5,55394382488396;5,55524458240394
TC0500002988.mm.2;4,06828603857913;4,24356349291656;3,46062501317634;5,86105375122354;4,39508424607171;5,16518988092488
TC0500002989.mm.2;8,03860063623838;8,11131787722356;9,12799210415662;8,76101764702478;8,62883308152485;8,53916480347046
TC0500002993.mm.2;7,05767056212849;6,92753947624694;6,43716216920132;6,37970806662289;5,92700206619753;5,63373987471073
TC0500002994.mm.2;8,42196069881664;8,02378837054842;7,61465098909468;7,13112521755913;7,82219955143338;6,71585080044155
TC0500002999.mm.2;6,36477565803827;6,40119325270302;5,61823943284528;5,62237148262441;5,93540679307752;6,1827156689794
TC0500003000.mm.2;6,95470076136215;6,69759562143875;6,1539762856732;6,16241928336552;5,72834627722848;6,2001539701893
TC0500003001.mm.2;2,67379469894723;2,25197175781345;2,38907184129951;2,00544330342211;2,47872440200885;2,44537266421686
TC0500003012.mm.2;5,01689858522882;5,80383937953378;5,75869790736712;5,74987076156971;5,5981911190395;5,99157955759477
TC0500003013.mm.2;5,56065714167703;5,41769945231769;5,75508136108764;6,14946739099061;5,4744751550081;6,39028338016318
TC0500003014.mm.2;6,43657665526812;6,2934633936836;6,36572012687883;6,36195231046862;5,99088516384015;6,30761405431766
TC0500003015.mm.2;5,4125572465142;5,57430118607606;6,01743729832659;6,70616972145546;6,41171177911801;6,24696383181252
TC0500003018.mm.2;7,79909256051352;8,14422794598866;7,87795695669815;6,21520221318013;7,74592953321135;7,17282534344445
TC0500003019.mm.2;9,47955687099188;9,26073954850237;7,85816016240809;6,33558077665128;6,83587360956764;7,02338506125061
TC0500003023.mm.2;4,58662172201609;4,78265482878101;5,11950680568723;6,03048091307544;4,95065922696594;5,0639792994904
TC0500003024.mm.2;7,63614057503586;7,21631304315298;6,71990111923326;6,19527664238106;6,5290706859523;5,86418431443622
TC0500003025.mm.2;6,96194265444826;7,15816064254492;8,0950719655719;8,74263200472543;8,22625222830392;8,8584336988022
TC0500003026.mm.2;6,58280459868784;6,76670848132765;7,76659643274134;8,83138320606753;7,99390068555778;8,28261907535359
TC0500003027.mm.2;6,15630739764899;6,74445604957247;5,99817775552862;6,35189526262572;5,66962480335872;5,75737351086864
TC0500003028.mm.2;8,81895833345095;8,68373402764455;7,55542665026066;6,68120176208786;6,68600186274393;6,79432585382333
TC0500003043.mm.2;5,32722546659737;5,67711914116374;4,84198892160748;5,24582021205654;5,03412714867741;5,3848842630017
TC0500003045.mm.2;5,08611138299968;4,99389062744253;5,48927419430017;6,30571645951907;5,29666391921719;6,13427555424528
TC0500003047.mm.2;6,48476882353577;6,26462447583222;5,61733787724092;6,14771005773458;5,51111197969215;5,60630410269651
TC0500003048.mm.2;8,16329519982597;8,24958392685304;7,69219032251334;7,50531110157384;7,69158811754269;7,80635988232168
TC0500003050.mm.2;8,62229967651437;8,52587580354413;8,00955109555132;6,83472744209093;7,89715247694013;7,23674593796367
TC0500003051.mm.2;9,68425336007116;9,50199638386344;9,33702310496653;8,63906134482027;8,66522224178146;8,03253218192148
TC0500003054.mm.2;5,87525009679647;5,75790307901271;5,71738153357552;6,21269631114856;5,54260433879301;6,33630749295878
TC0500003055.mm.2;8,16288483380904;8,31766987247367;7,60423981278121;6,59939387312344;7,47081191463916;6,23278026884413
TC0500003056.mm.2;6,50848906226702;6,79918940173882;7,4514807827541;8,5966292383424;7,88223932592664;8,19846866787318
TC0500003059.mm.2;6,84144616236542;6,92141453479379;7,3043324573546;8,21578110750097;7,70734591190871;7,68678695542602
TC0500003060.mm.2;5,89696396223862;5,80572209769633;5,89063735033638;3,51255352803408;4,89719386027756;4,74869462926545
TC0500003061.mm.2;6,98295023987294;7,19466703545933;6,39615774577308;6,36609027340424;6,76658916690891;6,95871927794368
TC0500003063.mm.2;4,79147340466209;5,17231562728148;5,18765984360859;5,49107832292002;4,71393405225137;5,70673624465362
TC0500003064.mm.2;8,6546660745446;8,75735009464333;8,68009634714921;8,03672700649954;8,49668691249728;8,2394058502921
TC0500003066.mm.2;7,85663519016404;7,59921026647887;8,02661079341008;7,00811799742067;7,91631966494242;6,41959654732177
TC0500003067.mm.2;6,62916285817695;6,33647037520225;6,91836323578748;7,24734863288355;7,05358407123248;6,9662729713069
TC0500003074.mm.2;8,09198474306359;8,21428946775857;8,61802599363326;8,4574266115618;8,64456839930681;8,88360858248869
TC0500003080.mm.2;5,1373806150233;5,10885722663396;5,34868507364998;5,49816569046966;4,95889688347268;5,77705324788278
TC0500003084.mm.2;5,9720995357975;6,11835161442497;6,43797953190336;7,57855803646203;6,11389430071404;6,35038857218591
TC0500003087.mm.2;9,90460278376592;9,79685754588004;9,28763108418966;9,16261634984738;9,34091834418218;9,15908322907501
TC0500003088.mm.2;6,31081409742907;6,46664048595877;6,82070400909026;7,15693815956323;6,55915102438225;6,76343035629008
TC0500003089.mm.2;6,927698037122;6,95550702461157;7,0036157056398;7,13364626278245;6,72363737032568;6,95826993937741
TC0500003090.mm.2;8,98289246635671;8,87902612171198;8,53894975054124;6,11284156595878;7,55298127357991;6,95642577613089
TC0500003092.mm.2;7,26800716225961;7,5433845489533;7,19916736234919;7,9850975319239;8,13683813754156;7,72537769450391
TC0500003093.mm.2;9,95251340557633;9,91465776991268;9,38427105265295;7,52520955077581;9,30058258224683;8,03977877017894
TC0500003095.mm.2;9,80155649224074;9,89369693691238;8,74469414482156;8,42101131322042;9,05749691479361;8,77511483361452
TC0500003096.mm.2;10,1356937506562;9,97146306218825;10,0341616967449;7,27213859212507;9,32415024807524;7,91350680176416
TC0500003097.mm.2;11,3460042208324;11,3353309355567;10,9753221822689;10,583603289128;10,9909407245433;10,6582286373672
TC0500003101.mm.2;6,57597308671362;6,28265789510421;6,6236252020062;7,10337210475152;6,79117139038503;7,73493318363139
TC0500003104.mm.2;7,82912595964531;7,64427062390549;6,65222937420943;5,80619452312494;6,14449222016873;5,12329701926461
TC0500003105.mm.2;11,5652442951708;11,6918160984047;12,1687155956991;10,298568652559;11,8377676223192;10,6594987629862
TC0500003108.mm.2;6,13956959388209;6,35948867864183;7,07350484005847;6,59261795524144;6,9488115611813;7,27658201391314
TC0500003111.mm.2;6,57287690840982;6,4613194833884;6,91428099741787;7,41387435367034;6,57808102109978;7,18577638118061
TC0500003112.mm.2;4,81368632592438;4,74339353847811;4,77793994992279;5,06226797132389;5,16743343712657;5,19031035789211
TC0500003116.mm.2;6,33143749938926;6,52824594856981;4,78908109218304;5,28334473786569;5,16082599685231;4,28540623956793
TC0500003117.mm.2;5,26452041861649;5,45537894895634;5,30828669755529;5,71956214134014;5,78804149999863;5,4534119137552
TC0500003124.mm.2;7,99416954759312;7,77470291505814;7,7951648877988;6,41813515002279;7,78762992803462;7,03148177271444
TC0500003126.mm.2;8,84696494989982;8,39387031037364;8,05631527877155;8,70383406634776;8,473751688409;8,5344204129276
TC0500003131.mm.2;5,78422394791558;5,90052590414696;6,08523008816129;6,56351683430276;5,61695627960912;6,10055098345102
TC0500003136.mm.2;7,85297567813641;7,86393354488848;7,88299557264412;8,33889088152137;7,26647526334865;8,00149865674273
TC0500003138.mm.2;8,77027853296264;8,44399990172442;8,363041558201;7,17415828340893;8,23279181591101;7,61754656208873
TC0500003166.mm.2;6,47405154279177;6,15675311678647;6,89208030403571;6,71321181162478;6,67267044423981;6,99532087190857
TC0500003168.mm.2;7,33443961397406;7,29150344958433;7,00508058319215;5,84536493004999;6,5639228045942;5,33563642106285
TC0500003169.mm.2;7,5281870025536;7,44806504950313;7,19340498551338;7,36380604406802;7,06783426474235;7,30078088239686
TC0500003171.mm.2;6,75852961853208;6,69010383940423;6,66095500054476;6,44069843215206;7,00154773929697;6,64371715352291
TC0500003173.mm.2;5,2201406178448;5,20928177718383;5,58625085792941;5,54440211093753;4,81703431416141;5,60060603152959
TC0500003174.mm.2;8,61472298316506;8,3419407289635;8,37448524476901;7,84686324981312;7,86740971327002;7,94140099339602
TC0500003175.mm.2;4,09435147725071;4,29363490087676;4,5314954510876;3,72923595637758;4,04684294393808;5,36812494956008
TC0500003176.mm.2;2,93983246181014;3,45501048730603;3,18240281457653;3,92222622484649;3,3028517970263;3,81489170991425
TC0500003177.mm.2;4,0866456100469;4,14132266825663;3,87977671603554;5,12320838129814;4,53370806153897;5,1463519783551
TC0500003178.mm.2;5,81398287976133;5,41883164168289;5,63465965176647;6,78678906048292;6,15278217293095;6,7083647678054
TC0500003180.mm.2;4,08097307146928;4,11778381158372;4,91193413657331;4,19152113693144;4,60219473540445;5,05908359590327
TC0500003181.mm.2;5,14061635506814;4,33766111632942;4,76176743166344;4,74864047826973;4,78993291568136;4,99910235175405
TC0500003182.mm.2;8,55516408729408;8,38844551684654;7,15990808978004;7,24740246029291;7,82411732752843;6,72019883407099
TC0500003184.mm.2;8,35280364440585;8,18412176301006;7,90336172434517;7,44907398945044;7,08648493480171;6,80309213152023
TC0500003186.mm.2;6,86793818310258;7,03590448179438;6,92506592753233;4,79515369893349;6,34245594175045;6,17370874447199
TC0500003188.mm.2;6,36951840788358;6,27525169384857;6,59085404756037;7,01602401887415;6,51785501685927;6,70918097324164
TC0500003190.mm.2;5,68510740095306;5,26888146761175;5,90876367184686;6,0120380966457;4,93353027972797;6,42430495774962
TC0500003191.mm.2;5,77801628270802;5,74450206475665;5,95062853633226;7,10090342069438;5,35388719419582;5,90804880835162
TC0500003193.mm.2;8,87984072941729;8,63687514992732;7,81445861898071;6,38305018309511;7,35899783647423;6,87794754968935
TC0500003194.mm.2;5,12778173716606;5,62786262420772;5,28999826529977;5,2515254488377;6,01120820173183;4,91721801746912
TC0500003195.mm.2;6,44734111125291;5,65841706769808;6,71776774484768;7,56333271950989;7,24803747072735;7,50760661477246
TC0500003198.mm.2;6,95131182702507;7,16108117772632;7,46681854165051;8,29347653459566;7,81622695252458;7,85002599402439
TC0500003202.mm.2;5,85969628704617;6,43313431540556;6,18214981135011;6,09019060818573;6,30203823597886;6,22531854935622
TC0500003203.mm.2;3,73402895703959;4,03286743569682;4,58122628725849;5,577582806834;4,76346768885679;4,67208169640273
TC0500003205.mm.2;7,15863529384902;6,99837410442607;6,77432304190624;6,55537716920305;7,024199688994;6,61387836535793
TC0500003206.mm.2;6,05122728516425;5,9428573172294;5,73049702095378;5,64713501427441;5,66733706759917;5,30453857406611
